sample_ID,project_name,Host-genus,Species,Genotype,Cluster,Fragment_number,Bag_number,Diver_names,Reef_name,geo_loc_name,lat_lon,collection_date,depth,env_biome,env_feature,env_material,env_package
pSN1_139_3_P11-14-18,Persist-Resist,Acropora,palmata,SN1,139,3,1,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pSN1_139_5_P11-14-18,Persist-Resist,Acropora,palmata,SN1,139,5,2,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pSN1_139_6_P11-14-18,Persist-Resist,Acropora,palmata,SN1,139,6,3,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pSN1_134_4_P11-14-18,Persist-Resist,Acropora,palmata,SN1,134,4,4,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pSN1_134_5_P11-14-18,Persist-Resist,Acropora,palmata,SN1,134,5,5,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pSN1_134_6_P11-14-18,Persist-Resist,Acropora,palmata,SN1,134,6,6,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pSN1_130_3_P11-14-18,Persist-Resist,Acropora,palmata,SN1,130,3,7,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pSN1_130_5_P11-14-18,Persist-Resist,Acropora,palmata,SN1,130,5,8,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pSN1_130_6_P11-14-18,Persist-Resist,Acropora,palmata,SN1,130,6,9,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pHS1_112_3_P11-14-18,Persist-Resist,Acropora,palmata,HS1,112,3,10,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pHS1_112_4_P11-14-18,Persist-Resist,Acropora,palmata,HS1,112,4,11,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pHS1_112_6_P11-14-18,Persist-Resist,Acropora,palmata,HS1,112,6,12,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pHS1_108_4_P11-14-18,Persist-Resist,Acropora,palmata,HS1,108,4,13,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pHS1_108_5_P11-14-18,Persist-Resist,Acropora,palmata,HS1,108,5,14,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pHS1_108_6_P11-14-18,Persist-Resist,Acropora,palmata,HS1,108,6,15,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pHS1_106_3_P11-14-18,Persist-Resist,Acropora,palmata,HS1,106,3,16,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pHS1_106_4_P11-14-18,Persist-Resist,Acropora,palmata,HS1,106,4,17,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pHS1_106_6_P11-14-18,Persist-Resist,Acropora,palmata,HS1,106,6,18,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN4_98_3_P11-14-18,Persist-Resist,Acropora,palmata,CN4,98,3,19,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN4_98_4_P11-14-18,Persist-Resist,Acropora,palmata,CN4,98,4,20,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN4_98_7_P11-14-18,Persist-Resist,Acropora,palmata,CN4,98,7,21,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN1_104_3_P11-14-18,Persist-Resist,Acropora,palmata,CN1,104,3,22,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN1_104_4_P11-14-18,Persist-Resist,Acropora,palmata,CN1,104,4,23,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN1_104_6_P11-14-18,Persist-Resist,Acropora,palmata,CN1,104,6,24,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN1_99_4_P11-14-18,Persist-Resist,Acropora,palmata,CN1,99,4,25,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN1_99_5_P11-14-18,Persist-Resist,Acropora,palmata,CN1,99,5,26,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN1_99_7_P11-14-18,Persist-Resist,Acropora,palmata,CN1,99,7,27,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN4_103_4_P11-14-18,Persist-Resist,Acropora,palmata,CN4,103,4,28,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN4_103_5_P11-14-18,Persist-Resist,Acropora,palmata,CN4,103,5,29,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN4_103_6_P11-14-18,Persist-Resist,Acropora,palmata,CN4,103,6,30,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN2_81_3_P11-14-18,Persist-Resist,Acropora,palmata,CN2,81,3,31,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN2_81_4_P11-14-18,Persist-Resist,Acropora,palmata,CN2,81,4,32,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN2_81_6_P11-14-18,Persist-Resist,Acropora,palmata,CN2,81,6,33,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN2_79_3_P11-14-18,Persist-Resist,Acropora,palmata,CN2,79,3,34,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN2_79_4_P11-14-18,Persist-Resist,Acropora,palmata,CN2,79,4,35,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN2_79_7_P11-14-18,Persist-Resist,Acropora,palmata,CN2,79,7,36,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN2_75_3_P11-14-18,Persist-Resist,Acropora,palmata,CN2,75,3,37,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN2_75_4_P11-14-18,Persist-Resist,Acropora,palmata,CN2,75,4,38,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN2_75_6_P11-14-18,Persist-Resist,Acropora,palmata,CN2,75,6,39,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN3_77_3_P11-14-18,Persist-Resist,Acropora,palmata,CN3,77,3,40,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN3_77_4_P11-14-18,Persist-Resist,Acropora,palmata,CN3,77,4,41,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN3_77_5_P11-14-18,Persist-Resist,Acropora,palmata,CN3,77,5,42,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN3_74_3_P11-14-18,Persist-Resist,Acropora,palmata,CN3,74,3,43,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN3_74_4_P11-14-18,Persist-Resist,Acropora,palmata,CN3,74,4,44,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN3_74_5_P11-14-18,Persist-Resist,Acropora,palmata,CN3,74,5,45,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN3_73_3_P11-14-18,Persist-Resist,Acropora,palmata,CN3,73,3,46,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN3_73_4_P11-14-18,Persist-Resist,Acropora,palmata,CN3,73,4,47,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN3_73_5_P11-14-18,Persist-Resist,Acropora,palmata,CN3,73,5,48,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cK2_19_3_P11-14-18,Persist-Resist,Acropora,cervicornis,K2,19,3,49,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cK2_19_4_P11-14-18,Persist-Resist,Acropora,cervicornis,K2,19,4,50,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cK2_19_7_P11-14-18,Persist-Resist,Acropora,cervicornis,K2,19,7,51,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cK2_22_3_P11-14-18,Persist-Resist,Acropora,cervicornis,K2,22,3,52,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cK2_22_4_P11-14-18,Persist-Resist,Acropora,cervicornis,K2,22,4,53,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cK2_22_5_P11-14-18,Persist-Resist,Acropora,cervicornis,K2,22,5,54,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cK2_13_4_P11-14-18,Persist-Resist,Acropora,cervicornis,K2,13,4,55,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cK2_13_5_P11-14-18,Persist-Resist,Acropora,cervicornis,K2,13,5,56,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cK2_13_6_P11-14-18,Persist-Resist,Acropora,cervicornis,K2,13,6,57,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cM5_8_4_P11-14-18,Persist-Resist,Acropora,cervicornis,M5,8,4,58,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cM5_8_5_P11-14-18,Persist-Resist,Acropora,cervicornis,M5,8,5,59,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cM5_8_6_P11-14-18,Persist-Resist,Acropora,cervicornis,M5,8,6,60,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cM5_2_3_P11-14-18,Persist-Resist,Acropora,cervicornis,M5,2,3,61,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cM5_2_5_P11-14-18,Persist-Resist,Acropora,cervicornis,M5,2,5,62,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cM5_2_6_P11-14-18,Persist-Resist,Acropora,cervicornis,M5,2,6,63,Ben_Allan,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pSL1_10_3_P11-14-18,Persist-Resist,Acropora,palmata,SL1,10,3,101,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pSL1_10_4_P11-14-18,Persist-Resist,Acropora,palmata,SL1,10,4,102,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pSL1_10_6_P11-14-18,Persist-Resist,Acropora,palmata,SL1,10,6,103,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pSL1_11_3_P11-14-18,Persist-Resist,Acropora,palmata,SL1,11,3,104,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pSL1_11_4_P11-14-18,Persist-Resist,Acropora,palmata,SL1,11,4,105,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pSL1_11_7_P11-14-18,Persist-Resist,Acropora,palmata,SL1,11,7,106,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pSL1_12_3_P11-14-18,Persist-Resist,Acropora,palmata,SL1,12,3,107,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pSL1_12_4_P11-14-18,Persist-Resist,Acropora,palmata,SL1,12,4,108,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pSL1_12_5_P11-14-18,Persist-Resist,Acropora,palmata,SL1,12,5,109,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pSL5_13_3_P11-14-18,Persist-Resist,Acropora,palmata,SL5,13,3,110,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pSL5_13_6_P11-14-18,Persist-Resist,Acropora,palmata,SL5,13,6,111,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pSL5_13_7_P11-14-18,Persist-Resist,Acropora,palmata,SL5,13,7,112,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pAAA3_15_3_P11-14-18,Persist-Resist,Acropora,palmata,AAA3,15,3,113,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pAAA3_15_5_P11-14-18,Persist-Resist,Acropora,palmata,AAA3,15,5,114,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pAAA3_15_6_P11-14-18,Persist-Resist,Acropora,palmata,AAA3,15,6,115,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pAAA2_16_3_P11-14-18,Persist-Resist,Acropora,palmata,AAA2,16,3,116,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pAAA2_16_5_P11-14-18,Persist-Resist,Acropora,palmata,AAA2,16,5,117,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pAAA2_16_6_P11-14-18,Persist-Resist,Acropora,palmata,AAA2,16,6,118,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pAAA2_17_6_P11-14-18,Persist-Resist,Acropora,palmata,AAA2,17,6,119,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pAAA2_17_3_P11-14-18,Persist-Resist,Acropora,palmata,AAA2,17,3,120,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pAAA2_17_B_P11-14-18,Persist-Resist,Acropora,palmata,AAA2,17,B,141,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pAAA2_18_3_P11-14-18,Persist-Resist,Acropora,palmata,AAA2,18,3,142,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pAAA2_18_6_P11-14-18,Persist-Resist,Acropora,palmata,AAA2,18,6,143,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pAAA2_18_5_P11-14-18,Persist-Resist,Acropora,palmata,AAA2,18,5,144,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pSL5_19_3_P11-14-18,Persist-Resist,Acropora,palmata,SL5,19,3,145,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pSL5_19_B_P11-14-18,Persist-Resist,Acropora,palmata,SL5,19,B,146,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pSL5_19_4_P11-14-18,Persist-Resist,Acropora,palmata,SL5,19,4,147,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pAAA3_20_3_P11-14-18,Persist-Resist,Acropora,palmata,AAA3,20,3,148,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pAAA3_20_4_P11-14-18,Persist-Resist,Acropora,palmata,AAA3,20,4,149,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pAAA3_20_5_P11-14-18,Persist-Resist,Acropora,palmata,AAA3,20,5,150,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pAAA3_21_B_P11-14-18,Persist-Resist,Acropora,palmata,AAA3,21,B,151,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pAAA3_21_3_P11-14-18,Persist-Resist,Acropora,palmata,AAA3,21,3,152,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pAAA3_21_A_P11-14-18,Persist-Resist,Acropora,palmata,AAA3,21,A,153,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pML2_58_6_P11-14-18,Persist-Resist,Acropora,palmata,ML2,58,6,154,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pML2_58_A_P11-14-18,Persist-Resist,Acropora,palmata,ML2,58,A,155,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pML2_58_3_P11-14-18,Persist-Resist,Acropora,palmata,ML2,58,3,156,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pML2_64_4_P11-14-18,Persist-Resist,Acropora,palmata,ML2,64,4,157,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pML2_64_6_P11-14-18,Persist-Resist,Acropora,palmata,ML2,64,6,158,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pML2_64_5_P11-14-18,Persist-Resist,Acropora,palmata,ML2,64,5,159,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pML2_65_4_P11-14-18,Persist-Resist,Acropora,palmata,ML2,65,4,160,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pML2_65_5_P11-14-18,Persist-Resist,Acropora,palmata,ML2,65,5,121,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pML2_65_6_P11-14-18,Persist-Resist,Acropora,palmata,ML2,65,6,122,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN1_71_4_P11-14-18,Persist-Resist,Acropora,palmata,CN1,71,4,123,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN1_71_5_P11-14-18,Persist-Resist,Acropora,palmata,CN1,71,5,124,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN1_71_6_P11-14-18,Persist-Resist,Acropora,palmata,CN1,71,6,125,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN1_72_5_P11-14-18,Persist-Resist,Acropora,palmata,CN1,72,5,126,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN1_72_A_P11-14-18,Persist-Resist,Acropora,palmata,CN1,72,A,127,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN1_72_3_P11-14-18,Persist-Resist,Acropora,palmata,CN1,72,3,128,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cU44_90_7_P11-14-18,Persist-Resist,Acropora,cervicornis,U44,90,7,129,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cU44_90_6_P11-14-18,Persist-Resist,Acropora,cervicornis,U44,90,6,130,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cU44_90_5_P11-14-18,Persist-Resist,Acropora,cervicornis,U44,90,5,131,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cU44_86_6_P11-14-18,Persist-Resist,Acropora,cervicornis,U44,86,6,132,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cU44_86_B_P11-14-18,Persist-Resist,Acropora,cervicornis,U44,86,B,133,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cU44_86_A_P11-14-18,Persist-Resist,Acropora,cervicornis,U44,86,A,134,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cU41_70_5_P11-14-18,Persist-Resist,Acropora,cervicornis,U41,70,5,135,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cU41_70_6_P11-14-18,Persist-Resist,Acropora,cervicornis,U41,70,6,136,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cU41_70_B_P11-14-18,Persist-Resist,Acropora,cervicornis,U41,70,B,137,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cU41_68_3_P11-14-18,Persist-Resist,Acropora,cervicornis,U41,68,3,138,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cU41_68_6_P11-14-18,Persist-Resist,Acropora,cervicornis,U41,68,6,139,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cU41_68_5_P11-14-18,Persist-Resist,Acropora,cervicornis,U41,68,5,140,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
