sample_ID,project_name,Host-genus,Species,Genotype,Cluster,Fragment_number,Bag_number,Diver_names,Reef_name,geo_loc_name,lat_lon,collection_date,depth,env_biome,env_feature,env_material,env_package
cU41_69_B_P11-14-18,Persist-Resist,Acropora,cervicornis,U41,69,B,161,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cU41_69_4_P11-14-18,Persist-Resist,Acropora,cervicornis,U41,69,4,162,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cU41_69_5_P11-14-18,Persist-Resist,Acropora,cervicornis,U41,69,5,163,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cU44_112_4_P11-14-18,Persist-Resist,Acropora,cervicornis,U44,112,4,164,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cU44_112_B_P11-14-18,Persist-Resist,Acropora,cervicornis,U44,112,B,165,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
cU44_112_7_P11-14-18,Persist-Resist,Acropora,cervicornis,U44,112,7,166,Carly_Dana,Pickles,USA,,11/14/18,,coral_reef,coral_head,tissue,host-associated
pCN3_93_3_G11-15-18,Persist-Resist,Acropora,palmata,CN3,93,3,167,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN3_93_4_G11-15-18,Persist-Resist,Acropora,palmata,CN3,93,4,168,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN3_93_5_G11-15-18,Persist-Resist,Acropora,palmata,CN3,93,5,169,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN3_91_3_G11-15-18,Persist-Resist,Acropora,palmata,CN3,91,3,170,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN3_91_4_G11-15-18,Persist-Resist,Acropora,palmata,CN3,91,4,171,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN3_91_5_G11-15-18,Persist-Resist,Acropora,palmata,CN3,91,5,172,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pSN1_90_3_G11-15-18,Persist-Resist,Acropora,palmata,SN1,90,3,173,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pSN1_90_4_G11-15-18,Persist-Resist,Acropora,palmata,SN1,90,4,174,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pSN1_90_5_G11-15-18,Persist-Resist,Acropora,palmata,SN1,90,5,175,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pSN1_95_3_G11-15-18,Persist-Resist,Acropora,palmata,SN1,95,3,176,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pSN1_95_4_G11-15-18,Persist-Resist,Acropora,palmata,SN1,95,4,177,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pSN1_95_6_G11-15-18,Persist-Resist,Acropora,palmata,SN1,95,6,178,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN4_89_3_G11-15-18,Persist-Resist,Acropora,palmata,CN4,89,3,179,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN4_89_4_G11-15-18,Persist-Resist,Acropora,palmata,CN4,89,4,180,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN4_89_6_G11-15-18,Persist-Resist,Acropora,palmata,CN4,89,6,181,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pAAA3_88_3_G11-15-18,Persist-Resist,Acropora,palmata,AAA3,88,3,182,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pAAA3_88_4_G11-15-18,Persist-Resist,Acropora,palmata,AAA3,88,4,183,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pAAA3_88_5_G11-15-18,Persist-Resist,Acropora,palmata,AAA3,88,5,184,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pAAA3_87_3_G11-15-18,Persist-Resist,Acropora,palmata,AAA3,87,3,185,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pAAA3_87_4_G11-15-18,Persist-Resist,Acropora,palmata,AAA3,87,4,186,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pAAA3_87_5_G11-15-18,Persist-Resist,Acropora,palmata,AAA3,87,5,187,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pAAA3_85_3_G11-15-18,Persist-Resist,Acropora,palmata,AAA3,85,3,188,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pAAA3_85_4_G11-15-18,Persist-Resist,Acropora,palmata,AAA3,85,4,189,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pAAA3_85_5_G11-15-18,Persist-Resist,Acropora,palmata,AAA3,85,5,190,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pSL5_86_3_G11-15-18,Persist-Resist,Acropora,palmata,SL5,86,3,191,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pSL5_86_4_G11-15-18,Persist-Resist,Acropora,palmata,SL5,86,4,192,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pSL5_86_5_G11-15-18,Persist-Resist,Acropora,palmata,SL5,86,5,193,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pSL5_77_4_G11-15-18,Persist-Resist,Acropora,palmata,SL5,77,4,194,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pSL5_77_6_G11-15-18,Persist-Resist,Acropora,palmata,SL5,77,6,195,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pSL5_77_7_G11-15-18,Persist-Resist,Acropora,palmata,SL5,77,7,196,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pSL5_76_3_G11-15-18,Persist-Resist,Acropora,palmata,SL5,76,3,197,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pSL5_76_4_G11-15-18,Persist-Resist,Acropora,palmata,SL5,76,4,198,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pSL5_76_7_G11-15-18,Persist-Resist,Acropora,palmata,SL5,76,7,199,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pSL1_78_3_G11-15-18,Persist-Resist,Acropora,palmata,SL1,78,3,200,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pSL1_78_4_G11-15-18,Persist-Resist,Acropora,palmata,SL1,78,4,261,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pSL1_78_5_G11-15-18,Persist-Resist,Acropora,palmata,SL1,78,5,262,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pSL1_75_3_G11-15-18,Persist-Resist,Acropora,palmata,SL1,75,3,263,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pSL1_75_5_G11-15-18,Persist-Resist,Acropora,palmata,SL1,75,5,264,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pSL1_75_6_G11-15-18,Persist-Resist,Acropora,palmata,SL1,75,6,265,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pAAA2_74_3_G11-15-18,Persist-Resist,Acropora,palmata,AAA2,74,3,266,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pAAA2_74_4_G11-15-18,Persist-Resist,Acropora,palmata,AAA2,74,4,267,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pAAA2_74_5_G11-15-18,Persist-Resist,Acropora,palmata,AAA2,74,5,268,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN2_71_3_G11-15-18,Persist-Resist,Acropora,palmata,CN2,71,3,269,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN2_71_4_G11-15-18,Persist-Resist,Acropora,palmata,CN2,71,4,270,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN2_71_5_G11-15-18,Persist-Resist,Acropora,palmata,CN2,71,5,271,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN2_70_3_G11-15-18,Persist-Resist,Acropora,palmata,CN2,70,3,272,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN2_70_4_G11-15-18,Persist-Resist,Acropora,palmata,CN2,70,4,273,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN2_70_5_G11-15-18,Persist-Resist,Acropora,palmata,CN2,70,5,274,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cM5_139_3_G11-15-18,Persist-Resist,Acropora,cervicornis,M5,139,3,278,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cM5_139_4_G11-15-18,Persist-Resist,Acropora,cervicornis,M5,139,4,279,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cM5_139_5_G11-15-18,Persist-Resist,Acropora,cervicornis,M5,139,5,280,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cU44_144_3_G11-15-18,Persist-Resist,Acropora,cervicornis,U44,144,3,241,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cU44_144_A_G11-15-18,Persist-Resist,Acropora,cervicornis,U44,144,A,242,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cU44_146_3_G11-15-18,Persist-Resist,Acropora,cervicornis,U44,146,3,244,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cU44_146_4_G11-15-18,Persist-Resist,Acropora,cervicornis,U44,146,4,243,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cU44_146_5_G11-15-18,Persist-Resist,Acropora,cervicornis,U44,146,5,245,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cU41_145_3_G11-15-18,Persist-Resist,Acropora,cervicornis,U41,145,3,246,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cU41_145_4_G11-15-18,Persist-Resist,Acropora,cervicornis,U41,145,4,247,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cU41_145_A_G11-15-18,Persist-Resist,Acropora,cervicornis,U41,145,A,248,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cU41_142_3_G11-15-18,Persist-Resist,Acropora,cervicornis,U41,142,3,249,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cU41_142_4_G11-15-18,Persist-Resist,Acropora,cervicornis,U41,142,4,250,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cU41_142_5_G11-15-18,Persist-Resist,Acropora,cervicornis,U41,142,5,251,Ben_Allan,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cM5_38_6_G11-15-18,Persist-Resist,Acropora,cervicornis,M5,38,6,212,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cM5_38_3_G11-15-18,Persist-Resist,Acropora,cervicornis,M5,38,3,213,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cM5_38_4_G11-15-18,Persist-Resist,Acropora,cervicornis,M5,38,4,214,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cM5_28_4_G11-15-18,Persist-Resist,Acropora,cervicornis,M5,28,4,215,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cM5_28_3_G11-15-18,Persist-Resist,Acropora,cervicornis,M5,28,3,216,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cM5_28_6_G11-15-18,Persist-Resist,Acropora,cervicornis,M5,28,6,217,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cM5_29_5_G11-15-18,Persist-Resist,Acropora,cervicornis,M5,29,5,218,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cM5_29_4_G11-15-18,Persist-Resist,Acropora,cervicornis,M5,29,4,219,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cM5_29_3_G11-15-18,Persist-Resist,Acropora,cervicornis,M5,29,3,220,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cK2_52_7_G11-15-18,Persist-Resist,Acropora,cervicornis,K2,52,7,281,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cK2_52_3_G11-15-18,Persist-Resist,Acropora,cervicornis,K2,52,3,282,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cK2_52_4_G11-15-18,Persist-Resist,Acropora,cervicornis,K2,52,4,283,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cK2_50_7_G11-15-18,Persist-Resist,Acropora,cervicornis,K2,50,7,284,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cK2_50_5_G11-15-18,Persist-Resist,Acropora,cervicornis,K2,50,5,285,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cK2_50_3_G11-15-18,Persist-Resist,Acropora,cervicornis,K2,50,3,286,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cK2_49_3_G11-15-18,Persist-Resist,Acropora,cervicornis,K2,49,3,287,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cK2_49_6_G11-15-18,Persist-Resist,Acropora,cervicornis,K2,49,6,288,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
cK2_49_7_G11-15-18,Persist-Resist,Acropora,cervicornis,K2,49,7,289,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pAAA2_68_7_G11-15-18,Persist-Resist,Acropora,palmata,AAA2,68,7,64,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pAAA2_68_6_G11-15-18,Persist-Resist,Acropora,palmata,AAA2,68,6,65,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pAAA2_68_4_G11-15-18,Persist-Resist,Acropora,palmata,AAA2,68,4,66,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pSL1_67_6_G11-15-18,Persist-Resist,Acropora,palmata,SL1,67,6,67,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pSL1_67_5_G11-15-18,Persist-Resist,Acropora,palmata,SL1,67,5,68,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pSL1_67_4_G11-15-18,Persist-Resist,Acropora,palmata,SL1,67,4,69,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN3_58_7_G11-15-18,Persist-Resist,Acropora,palmata,CN3,58,7,70,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN3_58_5_G11-15-18,Persist-Resist,Acropora,palmata,CN3,58,5,71,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN3_58_4_G11-15-18,Persist-Resist,Acropora,palmata,CN3,58,4,72,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN1_56_6_G11-15-18,Persist-Resist,Acropora,palmata,CN1,56,6,73,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN1_56_3_G11-15-18,Persist-Resist,Acropora,palmata,CN1,56,3,74,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN1_56_5_G11-15-18,Persist-Resist,Acropora,palmata,CN1,56,5,75,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pAAA2_66_3_G11-15-18,Persist-Resist,Acropora,palmata,AAA2,66,3,76,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pAAA2_66_6_G11-15-18,Persist-Resist,Acropora,palmata,AAA2,66,6,77,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pAAA2_66_7_G11-15-18,Persist-Resist,Acropora,palmata,AAA2,66,7,78,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pSN1_64_5_G11-15-18,Persist-Resist,Acropora,palmata,SN1,64,5,79,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pSN1_64_4_G11-15-18,Persist-Resist,Acropora,palmata,SN1,64,4,80,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pSN1_64_6_G11-15-18,Persist-Resist,Acropora,palmata,SN1,64,6,81,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pC188_61_5_G11-15-18,Persist-Resist,Acropora,palmata,C188,61,5,82,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pC188_61_6_G11-15-18,Persist-Resist,Acropora,palmata,C188,61,6,83,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pC188_61_7_G11-15-18,Persist-Resist,Acropora,palmata,C188,61,7,84,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN1_54_5_G11-15-18,Persist-Resist,Acropora,palmata,CN1,54,5,85,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN1_54_6_G11-15-18,Persist-Resist,Acropora,palmata,CN1,54,6,86,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN1_54_4_G11-15-18,Persist-Resist,Acropora,palmata,CN1,54,4,87,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN4_59_7_G11-15-18,Persist-Resist,Acropora,palmata,CN4,59,7,88,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN4_59_5_G11-15-18,Persist-Resist,Acropora,palmata,CN4,59,5,89,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN4_59_6_G11-15-18,Persist-Resist,Acropora,palmata,CN4,59,6,90,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN1_62_7_G11-15-18,Persist-Resist,Acropora,palmata,CN1,62,7,91,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN1_62_3_G11-15-18,Persist-Resist,Acropora,palmata,CN1,62,3,92,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pCN1_62_6_G11-15-18,Persist-Resist,Acropora,palmata,CN1,62,6,93,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pHS1_23_4_G11-15-18,Persist-Resist,Acropora,palmata,HS1,23,4,94,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pHS1_23_5_G11-15-18,Persist-Resist,Acropora,palmata,HS1,23,5,95,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pHS1_23_3_G11-15-18,Persist-Resist,Acropora,palmata,HS1,23,3,96,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
pML2_1_5_G11-15-18,Persist-Resist,Acropora,palmata,ML2,1,5,97,Carly_Dana,Grecian_rocks,USA,,11/15/18,,coral_reef,coral_head,tissue,host-associated
